ID,Lesson,Student,KC,item,right,firstattempt,time
16492,Splot,PLFBMFB,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-1,1,1,6.149
16494,Splot,PLFBMFB,TEST-SLOPE,TEST-SLOPE-1,1,1,167.991
16495,Splot,PLFBMFB,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-SPLOT-INTERP-1,1,1,0.05
16496,Splot,PLFBMFB,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-8,1,1,4.887
16497,Splot,PLFBMFB,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-9,1,1,1.382
16498,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-12,1,1,2.324
16499,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-12,1,0,1.632
16500,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-13,1,1,1.772
16501,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-13,1,1,3.335
16502,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-14,1,1,2.744
16503,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-15,1,1,1.102
16504,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-14,1,1,3.044
16505,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-16,0,1,3.085
16506,Splot,PLFBMFB,CHOOSE-VAR-TYPE,CHOOSE-VAR-TYPE-NUM-1,1,1,1.562
16507,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-16,1,0,1.121
16508,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-15,1,1,38.946
16509,Splot,PLFBMFB,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-1,1,0,8.062
16510,Splot,PLFBMFB,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-3,0,1,8.863
16511,Splot,PLFBMFB,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-3,0,0,31.876
16512,Splot,PLFBMFB,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-2,1,1,70.05
16513,Splot,PLFBMFB,SETMAX,META-DETERMINE-SETMAX-3,0,1,2.714
16514,Splot,PLFBMFB,SETMAX,MMS-VALUING-DETERMINE-SET-MAX-3,1,1,11.587
16515,Splot,PLFBMFB,SETMIN,META-DETERMINE-SETMIN-5,1,1,13.69
16516,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-2,1,1,4.456
16517,Splot,PLFBMFB,VALUING-SCALE,META-VALUING-SCALE-3,1,1,79.244
16518,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-4,1,1,9.203
16519,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-4,1,1,96.98
16520,Splot,PLFBMFB,DETERMINE-MIN,META-DETERMINE-MIN-1,1,0,11.797
16521,Splot,PLFBMFB,SETMAX,META-DETERMINE-SETMAX-3,1,0,7.56
16522,Splot,PLFBMFB,SETMIN,META-DETERMINE-SETMIN-6,1,1,4.156
16523,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-3,0,1,12.528
16524,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-3,0,0,3.445
16525,Splot,PLFBMFB,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-3,1,1,12.699
16526,Splot,PLFBMFB,VALUING-SCALE,META-VALUING-SCALE-4,0,1,3.955
16527,Splot,PLFBMFB,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WBC-2,1,1,75.489
16528,Splot,PLFBMFB,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WBC-3,0,1,1.472
16529,Splot,PLFBMFB,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WBC-3,0,0,1.192
16530,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-5,1,1,3.355
16531,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-1,1,1,6.99
16532,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,1,2.593
16533,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,0.541
16534,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,0.19
16535,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,0.181
16536,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,0.17
16537,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,3.725
16538,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-RANGE0-2,0,0,11.547
16539,Splot,PLFBMFB,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-3,1,1,64.322
16540,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-1,0,0,3.325
16541,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-1,0,0,1.853
16542,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-1,0,0,2.584
16543,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-1,1,0,2.333
16544,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-2,0,1,2.934
16545,Splot,PLFBMFB,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-2,1,1,8.673
16546,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-18,1,1,3.965
16547,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-19,1,1,2.584
16548,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-20,1,1,1.472
16549,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-21,1,1,1.402
16550,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-22,1,1,1.572
16551,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-23,1,1,2.444
16552,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-24,1,1,2.123
16553,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-25,1,1,2.343
16554,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-26,1,1,4.697
16555,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,QUANTITATIVE-VALUING-FIRST-BIN-3,1,1,1.733
16556,Splot,PLFBMFB,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-3,1,1,0.891
16557,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-27,1,1,0.821
16558,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-28,1,1,0.811
16559,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-29,1,1,0.811
16560,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-30,1,1,0.771
16561,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-31,1,1,4.938
16562,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-32,1,1,5.237
16563,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-33,1,1,1.352
16564,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-34,1,1,2.333
16565,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-35,1,1,50.924
16566,Splot,PLFBMFB,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-2,1,1,4.977
16567,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-4,1,1,3.094
16568,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-5,1,1,4.146
16569,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-6,1,1,1.552
16570,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-7,1,1,20.72
16571,Splot,PLFBMFB,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-2,1,1,40.538
16572,Splot,PLFBMFB,EXTRAPOLATE,EXTRAPOLATE-1,1,1,6.74
16573,Splot,PLFBMFB,TEST-LINEARITY,TEST-LINEARITY-1,1,1,31.235
16574,Splot,PLFBMFB,TEST-LINEARITY,TEST-LINEARITY-2,0,1,1.182
16575,Splot,PLFBMFB,TEST-LINEARITY,TEST-LINEARITY-2,0,0,0.611
16576,Splot,PLFBMFB,TEST-SLOPE,TEST-SLOPE-2,1,1,36.682
16577,Splot,PLFBMFB,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-SPLOT-INTERP-2,1,1,0.061
16578,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-17,1,1,27.69
16579,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-18,1,1,1.011
16580,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-16,1,1,3.065
16581,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-19,1,1,1.101
16582,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-20,1,1,0.982
16583,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-17,1,1,70.912
16584,Splot,PLFBMFB,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-2,0,1,3.394
16585,Splot,PLFBMFB,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-4,1,1,9.043
16586,Splot,PLFBMFB,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-3,1,0,9.124
16587,Splot,PLFBMFB,SETMAX,META-DETERMINE-SETMAX-4,1,1,10.615
16588,Splot,PLFBMFB,SETMIN,META-DETERMINE-SETMIN-7,1,1,9.874
16589,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-3,1,0,3.095
16590,Splot,PLFBMFB,VALUING-SCALE,META-VALUING-SCALE-4,1,0,7.3
16591,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-6,1,1,4.246
16592,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-5,1,1,9.324
16593,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-6,0,1,9.103
16594,Splot,PLFBMFB,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-4,1,1,71.903
16595,Splot,PLFBMFB,SETMAX,META-DETERMINE-SETMAX-5,1,1,3.826
16596,Splot,PLFBMFB,SETMIN,META-DETERMINE-SETMIN-8,1,1,3.134
16597,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-4,1,1,5.137
16598,Splot,PLFBMFB,VALUING-SCALE,META-VALUING-SCALE-5,1,1,8.402
16599,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-7,1,1,3.095
16600,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-6,1,0,11.206
16601,Splot,PLFBMFB,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-7,0,1,2.534
16602,Splot,PLFBMFB,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-5,1,1,8.262
16603,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-2,0,0,1.191
16604,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,QUANTITATIVE-VALUING-FIRST-BIN-4,1,1,3.816
16605,Splot,PLFBMFB,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-4,1,1,0.811
16606,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-36,1,1,2.343
16607,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-37,1,1,1.372
16608,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-38,1,1,0.912
16609,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-39,1,1,0.811
16610,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-40,1,1,2.583
16611,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-41,1,1,1.943
16612,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-42,1,1,1.122
16613,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-43,1,1,2.433
16614,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-44,1,1,3.566
16615,Splot,PLFBMFB,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-2,1,0,2.042
16616,Splot,PLFBMFB,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-5,1,1,0.631
16617,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-45,1,1,1.102
16618,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-46,1,1,0.621
16619,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-47,1,1,1.562
16620,Splot,PLFBMFB,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-48,1,1,24.315
16621,Splot,PLFBMFB,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-3,1,1,16.814
16622,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-8,1,1,11.817
16623,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-9,1,1,7.311
16624,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-10,1,1,4.977
16625,Splot,PLFBMFB,PLOT-POINT,META-PLOT-POINT-11,1,1,28.571
16628,Splot,PLFBMFB,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-3,1,1,1.482
16630,Splot,PLFBMFB,EXTRAPOLATE,HELP-EXTRAPOLATE-DOWN-1,0,1,1.913
16631,Splot,PLFBMFB,EXTRAPOLATE,HELP-EXTRAPOLATE-DOWN-1,0,0,51.474
16632,Splot,PLFBMFB,EXTRAPOLATE,EXTRAPOLATE-2,1,1,6.259
16633,Splot,PLFBMFB,TEST-SLOPE,TEST-SLOPE-3,1,1,7.5
16634,Splot,PLFBMFB,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-SPLOT-INTERP-3,1,1,0.05
16635,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-21,1,1,19.148
16636,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-22,1,1,1.021
16637,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-18,1,1,5.498
16638,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-23,1,1,1.442
16639,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-24,1,1,1.272
16640,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-19,1,1,1.552
16641,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-25,1,1,0.982
16642,Splot,PLFBMFB,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-26,1,1,1.071
16643,Splot,PLFBMFB,CHOOSE-OK-BG,META-CHOOSE-OK-BG-20,1,1,28.551
16644,Splot,PLFBMFB,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-2,0,0,5.659
16645,Splot,PLFBMFB,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-5,1,1,9.633
16646,Splot,PLFBMFB,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-4,0,1,1.463
16647,Splot,PLFBMFB,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-3,1,1,78.142
16648,Splot,PLFBMFB,SETMAX,META-DETERMINE-SETMAX-6,0,1,19.728
16649,Splot,PLFBMFB,SETMAX,MMS-VALUING-DETERMINE-SET-MAX-4,1,1,4.927
16650,Splot,PLFBMFB,SETMIN,META-DETERMINE-SETMIN-9,0,1,7.481
16651,Splot,PLFBMFB,SETMIN,MMS-VALUING-DETERMINE-SET-MIN-1,1,1,21.301
16652,Splot,PLFBMFB,DETERMINE-RANGE,META-DETERMINE-RANGE-5,0,1,19.488
16653,Splot,PLFBMFB,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-4,1,1,5.027
16654,Splot,PLFBMFB,VALUING-SCALE,META-VALUING-SCALE-6,1,1,18.977
16655,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-1,1,1,487.02
16656,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-2,0,1,3.935
16657,Splot,PMHIEAD,CHOOSE-OK-SPLOT,CHOOSE-OK-SPLOT-NOPE-1,1,1,6.219
16658,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-1,1,1,47.939
16659,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-2,1,0,46.336
16660,Splot,PMHIEAD,CHOOSE-VAR-TYPE,CHOOSE-VAR-TYPE-NUM-IS-SEL-1,0,1,9.634
16661,Splot,PMHIEAD,CHOOSE-VAR-TYPE,CHOOSE-VAR-TYPE-NUM-1,1,1,29.112
16662,Splot,PMHIEAD,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-1,1,1,3.035
16663,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-3,1,1,8.962
16664,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-4,1,1,4.467
16665,Splot,PMHIEAD,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-2,1,1,7.01
16666,Splot,PMHIEAD,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-3,1,1,7.911
16667,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-5,1,1,26.088
16668,Splot,PMHIEAD,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-6,0,1,3.014
16669,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-2,1,1,2.694
16670,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-3,0,1,4.076
16671,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-3,1,0,5.948
16672,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-4,1,1,2.654
16673,Splot,PMHIEAD,CHOOSE-OK-BG,META-CHOOSE-OK-BG-5,1,1,120.153
16674,Splot,PMHIEAD,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-1,0,1,8.372
16675,Splot,PMHIEAD,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,1,1,11.877
16676,Splot,PMHIEAD,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-1,1,1,33.088
16677,Splot,PMHIEAD,SETMAX,META-DETERMINE-SETMAX-1,1,1,37.684
16678,Splot,PMHIEAD,SETMIN,META-DETERMINE-SETMIN-1,1,1,148.954
16679,Splot,PMHIEAD,DETERMINE-RANGE,META-DETERMINE-RANGE-1,0,1,5.919
16680,Splot,PMHIEAD,DETERMINE-RANGE,META-DETERMINE-RANGE-1,0,0,10.234
16681,Splot,PMHIEAD,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-1,1,1,36.132
16682,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-1,0,1,4.497
16683,Splot,PMHIEAD,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WNBC-1,1,1,17.034
16684,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-1,1,1,9.424
16685,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-2,0,1,7.481
16686,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-1,1,0,7.1
16687,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,1,9.253
16688,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,0,13.86
16689,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,0,16.273
16690,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,0,7.501
16691,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-2,1,0,5.518
16692,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-1,1,1,79.184
16693,Splot,PMHIEAD,DETERMINE-MIN,META-DETERMINE-MIN-1,0,1,90.821
16694,Splot,PMHIEAD,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-1,1,1,56.971
16695,Splot,PMHIEAD,SETMAX,META-DETERMINE-SETMAX-2,1,1,35.602
16696,Splot,PMHIEAD,SETMIN,META-DETERMINE-SETMIN-2,1,1,14.841
16697,Splot,PMHIEAD,DETERMINE-RANGE,META-DETERMINE-RANGE-1,1,0,7.571
16698,Splot,PMHIEAD,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WNBC-2,1,1,16.714
16699,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-3,1,1,3.956
16700,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-4,0,1,2.273
16701,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,0,7.25
16702,Splot,PMHIEAD,VALUING-SCALE,META-VALUING-SCALE-2,0,0,3.916
16703,Splot,PMHIEAD,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WBC-1,1,1,8.873
16704,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-4,1,0,4.897
16705,Splot,PMHIEAD,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-2,1,1,12.107
16706,Splot,PMHIEAD,DETERMINE-MIN,META-DETERMINE-MIN-1,1,0,45.385
